,corpus,label
114,":) Sunday can you please hurry up and get here already ?! I want to see @nickjonas @kevinjonas @joejonas already ! Concert 's going to be rad ! :P Ready for Friday night at The Pub ! DUDE Jones playing inside and DJ Chris L in Loft #cl CamelBak BPA-Free Better Bottle with Bite Valve by Camelbak 93 days in the top 100 ( 494)Buy new : $ 4.99 - $1 ... http://bit.ly/9YA597 Football game tonight with mariaelena , sarah , and brittany ! Mood : excited !! GOO WB WILDCATS ! An Entire Facebook Photo Album Captured in a Single Long Exposure Photograph [ Photography] : ohh right ... im an actor ... back to work tonight WOOT OMG ! Miley Cyrus Has A 14-Year-Old Stalker !: First Paris Hilton , now Miley Cyrus ! Cops responded to a break in cal ... http://bit.ly/cd6OPC @AddieWilliams Dat 's what I'm talkin ' ' bout .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-facility I-facility O O B-person O O O B-musicartist I-musicartist I-musicartist O O O B-product I-product I-product I-product I-product I-product I-product O B-company O O O O O O O O O O O O O O O O O O O O B-person O B-person O O B-person O O O O O O B-sportsteam I-sportsteam O O O B-company O O O O O O O O O O O O O O O O O O O O O O O O O O B-person I-person O O O O O O B-person I-person O O B-person I-person O O O O O O O O O O O O O O O O O O O O
115,In 20 years who knows .,O O O O O O
116,Maybe Mr .,O O O
117,and Mrs ... ? From Green Newsfeed : AHFA extends deadline for Sage Award to Nov .,O O O O O O O O B-other O O O B-other I-other O O O
118,"5 http://tinyurl.com/24agj38 overheard on subway ..."" so when you run , do your elbows sweat ?"" RT @DaymiCarolina : Yayaayayay kings of leon tonight !!! Accounts Payable Coordinator North York - $37K ( 1 year Contract)Location : Toronto , Ontario , CANADA ... http://bit.ly/aOe78A #jobs This is a battle song .. Brothers and sisters .. Time to go to war ! I'm almost halfway through my #cleaneating challenge ! http://bit.ly/9mVsCQ Getting takeout for the first time tonight - what to get ?! made sure im off next friday @sarahXtinchyBBK looool u hav made me want mcdz again an im tryin 2 stay off that had it all week an sounds nice :D x New show announced in Orillia , ON at Leacock Museum on October 24 , 2010 http://artistdata.com/a/26up cant believe im going to have to get up at half 8 on sunday :( ahhhhh .",O O O O O O O O O O O O O O O O O O O O B-musicartist I-musicartist I-musicartist O O O O O B-geo-loc I-geo-loc O O O O O O O B-geo-loc O B-geo-loc O B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O B-geo-loc O B-facility I-facility O O O O O O O O O O O O O O O O O O O O O O O
119,"should be a laugh though :) And we had some amazing dessert wines too ! First time I've tried that , but now a convert .",O O O O O O O O O O O O O O O O O O O O O O O O O O
120,Will have to add wine to dessert from now on ! Yum ! cant believe her brother is leaving for uni tomorrow ! He 's taking all the best dvds ! @FH14 I ironed mine just fine .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
121,"You may want to wash it first , though , so it gets really soft .",O O O O O O O O O O O O O O O O
122,"If you want to be extra safe do on the reverse I'll go get some #sleep before some #TGS #news , later everyone x ) ! EXA-OIL .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
123,"COM Deep Sea Intervention opens Singapore facility : September 17,201 0 -- Deep Sea Intervention has opened ... http://bit.ly/cZZGj7 Telly was junk last week Gonna be on national television monday and on the internet tuesday .",O B-company I-company I-company O B-geo-loc O O O O O O B-company I-company I-company O O O O O O O O O O O O O O O O O O O O O
124,Interview ' cause of the text I wrote on the day against homophobia RT @DonnieWahlberg : Soldiers ... Familia ... BH's... NK Fam ... Homies ... Etc .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
125,Etc .,O O
126,Etc .... I 'm gonna need some company next Friday in NYC ... @lennaraye i know its awful .,O O O O O O O O O O O B-geo-loc O O O O O O O
127,"i hate the feeling of being passed even when im going a little bit over speed limit Read so much on India , looks like a cert for future vacation , when I'm retired probably - http://bit.ly/b9vMjW Next time you'll show restraint you don't get another chance life is no nintendo game but you lied again now you get to watch her leave '@Lovelylanvin Oh ugh .",O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O O O O
128,Should never do #ff before coffee .,O O O O O O O
129,"You should have been in the "" tweeps who are friends IRL "" Sorry !' Grammar Boot Camp starts on Monday ! 7th graders should be ready to GO-GO-GO !!!! 8th Graders have a big project due next Friday ... be ready ! I wanna go to the mall SO bad .",O O O O O O O O O O O O O O O B-other I-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
130,"Not enough hours in a day [ Reuters Govt Reg ] UPDATE 1-Tighter rules for market makers post-'flash crash': NEW YORK , Sept 17 ( Reuters ) - U .",O O O O O O O O O O O O O O O O O O O B-geo-loc I-geo-loc O O O O B-company O O O O
131,"S .... http://bit.ly/bWUyBR @aplusk What made you laugh ? This did , courtesy of @rainnwilson http://www.officetally.com/rainn-wilson-and-friends-seattle-oct-23 @HotwifeKay after Big Maxxx @killerCram "" left his mark "" on my hottie SlutWife : http://tinyurl.com/25gxuvq i want a bath but do n't have a bath , shut up , sam 's coming tomorrow and steve and tanya will be round at 10am so go away you mean people '@krtgrphr it was "" Oo Harii "" once upon a time .. and the 666 depict moodu namalu ..' i just woke up from the worst nap eva .. arggghhh ! now its time for work .. double arggghhh !! Over 1 , 5 week sta ik in de keuken bij Delphi ... ik word toch ooit nog kok ! If I had one wish it would be to drive bugatti V for a day ! Pretty pls fix it for me jim ! Xxx I want it NOW ! ;) RT : @corsairartisan Pumpkin Moonshine has arrived in Nashville -- Give it a week to get it in stores .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person O O O O B-person O B-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O O O O O O B-product I-product O O O O O O O O O O O O O O O O O O O O O O B-product I-product O O O B-geo-loc O O O O O O O O O O O
132,KY ships next week ! its time for the devil to dance .,B-geo-loc O O O O O O O O O O O O
133,.,O
135,Not feeling up to par today .,O O O O O O O
136,"#stressing RT @aBaddBeautyy : What did you say is happening at your house tonite @FlyHighBird ? *cough* -- &gt; &gt; *cough* @CULTOFMIKEY It 's too long , and it just ... I do n't know , it sounds cliche .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
137,And dumb .,O O O
138,My sister wants to cry she hates it so much .,O O O O O O O O O O O
139,"been reading shit about ppl have'n neon shit and black'n out after a night of #4lokos lol iown kno if I can trust it lol @JUICEBOXX513 @rattleknackers amusing ? This is some of the greatest music of all time , my foot has n't stopped tapping all night Train with us for the HCA 8K ! We start tomorrow morning at 7:30 am at the showroom ! Jan Brewer : Beheadings ? http://bit.ly/a2LBMP only on the #LateLate can i find respect for #desbishop , he 's actually pretty funny , never liked him before this point .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-other I-other O O O O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O
140,tell ur dad2bring the ypp back in Hayes we sorted it out last time I'm like yea I'll tell him *covers eyes*wat informing am I doing #llowit @shaikhamah oh yeah 30th .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
141,"Sorry I am lost in time , my apologies m( .",O O O O O O O O O O O
142,_ .,O O
143,)m this is what we do when we have no picture ideas .,O O O O O O O O O O O O O
144,http://twitpic.com/2pdzm0 ThAnK gOd ItS fRiDaY !! RT @OMGwhatateen : RT if you are happy it 's friday .,O O O O O O O O O O O O O O O O O O
145,#OMGwhatateen @wackeychan Awesome ! First episode goes up two weeks from Monday .,O O O O O O O O O O O O O
146,Hope it meets your expectations .,O O O O O O
147,"even better than cocktail friday ! http://is.gd/ffDb9 It makes me #aggy when I c #OneoFMYfollowErs retweet her crock of shyt disguised as a tweet lol @jonronson Ask yourself what the Mail on Sunday would do , and do the opposite .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
148,"Always wondered which species had the highest biomass RT @NatGeoSociety : Friday Fact : The world 's termites outweigh the world 's people 'I just took "" Justin Bieber takes 2 months off career to finish school , H ..."" and got : Part 25 : They got my back .! Try it : http://bit.ly/bcqNCs' When your database of all staff is on a flash drive that goes missing #flash #database #Security http://bit.ly/b1lWKW RT @claywsyx6 : THE FOOTBALL FEVER : Ohio head coach Frank Solich says Ohio State knows they have a special team and season underway .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O B-person I-person O B-sportsteam I-sportsteam O O O O O O O O O O
149,Long ... That 's when you start to laugh .,O O O O O O O O O O
150,Saying I just want what I can't have .,O O O O O O O O O
151,Won't even give me a chance .,O O O O O O O
152,"@BeLIEveNcRisS omg yayyy I got mine today too !!!!! :D didn't have time to try it on tho !! I was running out the door to go to the concert !: ) RT @TeamShaneDawson : RT If you think @AntiShaneDawson is a 10 year old without a penis to play with so they hate on Shane instead :( :' ) IG | Nieuws : Football Manager 2011 komt op 5 november ( PC ) http://bit.ly/aKe1HL Done teaching in Viera time for some eats and back to orlando , possibly swing dance tonight ! @Ravenwithclaws last time we spoke you were very ... Opinionated ? Lol :) and im good too , sorry i have not been on : -S volunteering for the Rotary Club at the PoMo Terry Fox run .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-facility I-facility O O O B-person I-person O O
153,"Should be an excellent time : come down and check it out on Sunday am ! I'm shattered !! I'm looking forward to having a nice long lay in , in the morning :D Time Warner Cable Boycotting Epix Movie Channel Because It Did A Deal With Netflix http://dlvr.it/5RgcL RT @tommcfly : Working on some final Super Site stuff all day .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company I-company I-company O B-other I-other I-other O O O O O O B-company O O O O O O O O O O O O O O
154,Can't believe the Super City is nearly open ! @JustBmoss hey hub how u been haven't seen u since my Love days lol is going to be at HoveLive Festival tomorrow in Belgium ! http://fb.me/v5CUZkEY @BeNFranKCaptivE yea yea yea ... How was your day ? 'Rickey Smiley had me laughing all day today .,O O O B-company I-company O O O O O O O O O O O O O O O O O O O O O O O B-other I-other O O B-geo-loc O O O O O O O O O O O O B-person I-person O O O O O O O
155,""" Um yes , Do you serve boiled rottweiler lips ?""' 'I just took "" After getting trampled at a Justin Bieber concert , yoiu wake up and ..."" and got : Part 1 :) ! Try it : http://tinyurl.com/3alx5up' Google Music Rumors : Labels Happy About iTunes Alternative ? - Techland - TIME .",O O O O O O O O O O O O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O B-product I-product O O O O O B-company O O O B-company O O O
156,"com http://bit.ly/a4kSfV Edmonton dealers raise $320000 for Special Olympics : By Tim Yip , Edmonton Journal September 17 , 2010 2:03 PM Chari ... http://bit.ly/b0CYjb RT @iLL87WiLL : When trey songz was a kid his mother probably went did you do your homework ? And he probably went #YUPPP lol @stephen_james May I ask what is it with your severe hatred for the word ' bro'? U shoulda known ! Its a Friday ! RT @BoRnStar88 Tutoring ppl all day at work on a Friday is already a bore then the students don't show up !!. RT @ZodiacFacts : #ZodiacFacts As a #Cancer you may find that your energy is just right for something really big .",O O B-geo-loc O O O O B-other I-other O O B-person I-person O B-other I-other O O O O O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
157,RT @MARLONLWAYANS : Happy Yom Kippur to all my Jewish friends .,O O O O B-other I-other O O O O O O
158,Black people need a Leroy Jenkins Day .,O O O O B-other I-other I-other O
159,"We need some days off too 3 an a half days then I'm on HOLIDAY oh yes can't wait ;-) ;-) ;-) Sleeping later and later everyday , waking up earlier and earlier day by day .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
160,My eyes are getting smaller and smaller .,O O O O O O O O
161,"RT @Quotealicious : Today , I saw a guy driving a Pepsi truck , drinking a Coke .",O O O O O O O O O O O B-company O O O O B-product O
162,"MLIA #Quotealicious @batonabike I feel really sorry , the ratbags , maybe in a few years when you are straight and enjoying it all , you will forget Love how I ca n't wear my shorts to the party tonight , so I have to wear sweat pants over them and change when I get there .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
163,SmackMyHead .,O O
164,No tasting today due to my being out Sick ... ugh .,O O O O O O O O O O O O
165,But next Friday we will have Mark Rowan from Novel Wines here ... http://fb.me/G2CLHL1H Goodnight twitterland !! seee you tomorrow :) Michael I love you more than my life ... the biggest kiss for you my love !!! :D L .,O O O O O O B-person I-person O B-company I-company O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O O
